datetime,Lane 1 Flow (Veh/5 Minutes)
2016-01-12 15:30:00,95
2016-01-12 15:35:00,95
2016-01-12 15:40:00,97
2016-01-12 15:45:00,105
2016-01-12 15:50:00,110
2016-01-12 15:55:00,120
2016-01-12 16:00:00,110
2016-01-12 16:05:00,105
2016-01-12 16:10:00,89
2016-01-12 16:15:00,92
2016-01-12 16:20:00,90
2016-01-12 16:25:00,101
2016-01-12 16:30:00,85
2016-01-12 16:35:00,77
2016-01-12 16:40:00,98
2016-01-12 16:45:00,110
2016-01-12 16:50:00,99
2016-01-12 16:55:00,102
2016-01-12 17:00:00,81
2016-01-12 17:05:00,99
2016-01-12 17:10:00,107
2016-01-12 17:15:00,90
2016-01-12 17:20:00,100
2016-01-12 17:25:00,87
2016-01-12 17:30:00,91
2016-01-12 17:35:00,80
2016-01-12 17:40:00,87
2016-01-12 17:45:00,87
2016-01-12 17:50:00,72
2016-01-12 17:55:00,74
2016-01-12 18:00:00,70
2016-01-12 18:05:00,75
2016-01-12 18:10:00,77
2016-01-12 18:15:00,84
2016-01-12 18:20:00,84
2016-01-12 18:25:00,81
2016-01-12 18:30:00,63
2016-01-12 18:35:00,87
2016-01-12 18:40:00,75
2016-01-12 18:45:00,73
2016-01-12 18:50:00,76
2016-01-12 18:55:00,75
2016-01-12 19:00:00,73
2016-01-12 19:05:00,76
2016-01-12 19:10:00,69
2016-01-12 19:15:00,73
2016-01-12 19:20:00,61
2016-01-12 19:25:00,68
2016-01-12 19:30:00,70
2016-01-12 19:35:00,74
2016-01-12 19:40:00,73
2016-01-12 19:45:00,81
2016-01-12 19:50:00,68
2016-01-12 19:55:00,59
2016-01-12 20:00:00,52
2016-01-12 20:05:00,47
2016-01-12 20:10:00,56
2016-01-12 20:15:00,58
2016-01-12 20:20:00,55
2016-01-12 20:25:00,44
2016-01-12 20:30:00,52
2016-01-12 20:35:00,44
2016-01-12 20:40:00,47
2016-01-12 20:45:00,46
2016-01-12 20:50:00,44
2016-01-12 20:55:00,49
2016-01-12 21:00:00,38
2016-01-12 21:05:00,42
2016-01-12 21:10:00,48
2016-01-12 21:15:00,42
2016-01-12 21:20:00,47
2016-01-12 21:25:00,37
2016-01-12 21:30:00,44
2016-01-12 21:35:00,48
2016-01-12 21:40:00,29
2016-01-12 21:45:00,43
2016-01-12 21:50:00,31
2016-01-12 21:55:00,27
2016-01-12 22:00:00,30
2016-01-12 22:05:00,29
2016-01-12 22:10:00,30
2016-01-12 22:15:00,36
2016-01-12 22:20:00,27
2016-01-12 22:25:00,24
2016-01-12 22:30:00,28
2016-01-12 22:35:00,22
2016-01-12 22:40:00,25
2016-01-12 22:45:00,20
2016-01-12 22:50:00,20
2016-01-12 22:55:00,16
2016-01-12 23:00:00,25
2016-01-12 23:05:00,25
2016-01-12 23:10:00,19
2016-01-12 23:15:00,25
2016-01-12 23:20:00,20
2016-01-12 23:25:00,14
2016-01-12 23:30:00,10
2016-01-12 23:35:00,15
2016-01-12 23:40:00,12
2016-01-12 23:45:00,15
2016-01-12 23:50:00,16
2016-01-12 23:55:00,17
2016-01-13 00:00:00,17
2016-01-13 00:05:00,8
2016-01-13 00:10:00,11
2016-01-13 00:15:00,10
2016-01-13 00:20:00,9
2016-01-13 00:25:00,11
2016-01-13 00:30:00,17
2016-01-13 00:35:00,7
2016-01-13 00:40:00,7
2016-01-13 00:45:00,8
2016-01-13 00:50:00,7
2016-01-13 00:55:00,3
2016-01-13 01:00:00,3
2016-01-13 01:05:00,9
2016-01-13 01:10:00,4
2016-01-13 01:15:00,4
2016-01-13 01:20:00,5
2016-01-13 01:25:00,4
2016-01-13 01:30:00,1
2016-01-13 01:35:00,5
2016-01-13 01:40:00,2
2016-01-13 01:45:00,4
2016-01-13 01:50:00,3
2016-01-13 01:55:00,2
2016-01-13 02:00:00,4
2016-01-13 02:05:00,7
2016-01-13 02:10:00,4
2016-01-13 02:15:00,6
2016-01-13 02:20:00,5
2016-01-13 02:25:00,4
2016-01-13 02:30:00,4
2016-01-13 02:35:00,2
2016-01-13 02:40:00,4
2016-01-13 02:45:00,6
2016-01-13 02:50:00,3
2016-01-13 02:55:00,4
2016-01-13 03:00:00,5
2016-01-13 03:05:00,4
2016-01-13 03:10:00,3
2016-01-13 03:15:00,6
2016-01-13 03:20:00,2
2016-01-13 03:25:00,3
2016-01-13 03:30:00,3
2016-01-13 03:35:00,7
2016-01-13 03:40:00,8
2016-01-13 03:45:00,13
2016-01-13 03:50:00,5
2016-01-13 03:55:00,8
2016-01-13 04:00:00,6
2016-01-13 04:05:00,13
2016-01-13 04:10:00,13
2016-01-13 04:15:00,13
2016-01-13 04:20:00,12
2016-01-13 04:25:00,19
2016-01-13 04:30:00,27
2016-01-13 04:35:00,25
2016-01-13 04:40:00,29
2016-01-13 04:45:00,29
2016-01-13 04:50:00,42
2016-01-13 04:55:00,39
2016-01-13 05:00:00,40
2016-01-13 05:05:00,50
2016-01-13 05:10:00,54
2016-01-13 05:15:00,48
2016-01-13 05:20:00,67
2016-01-13 05:25:00,71
2016-01-13 05:30:00,74
2016-01-13 05:35:00,87
2016-01-13 05:40:00,103
2016-01-13 05:45:00,99
2016-01-13 05:50:00,91
2016-01-13 05:55:00,93
2016-01-13 06:00:00,96
2016-01-13 06:05:00,97
2016-01-13 06:10:00,113
2016-01-13 06:15:00,120
2016-01-13 06:20:00,121
2016-01-13 06:25:00,139
2016-01-13 06:30:00,153
2016-01-13 06:35:00,173
2016-01-13 06:40:00,155
2016-01-13 06:45:00,164
2016-01-13 06:50:00,181
2016-01-13 06:55:00,139
2016-01-13 07:00:00,143
2016-01-13 07:05:00,145
2016-01-13 07:10:00,130
2016-01-13 07:15:00,134
2016-01-13 07:20:00,122
2016-01-13 07:25:00,98
2016-01-13 07:30:00,92
2016-01-13 07:35:00,86
2016-01-13 07:40:00,84
2016-01-13 07:45:00,78
2016-01-13 07:50:00,82
2016-01-13 07:55:00,70
2016-01-13 08:00:00,90
2016-01-13 08:05:00,79
2016-01-13 08:10:00,75
2016-01-13 08:15:00,88
2016-01-13 08:20:00,83
2016-01-13 08:25:00,71
2016-01-13 08:30:00,71
2016-01-13 08:35:00,82
2016-01-13 08:40:00,74
2016-01-13 08:45:00,84
2016-01-13 08:50:00,71
2016-01-13 08:55:00,92
2016-01-13 09:00:00,87
2016-01-13 09:05:00,82
2016-01-13 09:10:00,117
2016-01-13 09:15:00,118
2016-01-13 09:20:00,113
2016-01-13 09:25:00,121
2016-01-13 09:30:00,125
2016-01-13 09:35:00,109
2016-01-13 09:40:00,112
2016-01-13 09:45:00,109
2016-01-13 09:50:00,105
2016-01-13 09:55:00,98
2016-01-13 10:00:00,100
2016-01-13 10:05:00,97
2016-01-13 10:10:00,121
2016-01-13 10:15:00,101
2016-01-13 10:20:00,111
2016-01-13 10:25:00,101
2016-01-13 10:30:00,109
2016-01-13 10:35:00,101
2016-01-13 10:40:00,111
2016-01-13 10:45:00,110
2016-01-13 10:50:00,98
2016-01-13 10:55:00,93
2016-01-13 11:00:00,86
2016-01-13 11:05:00,82
2016-01-13 11:10:00,111
2016-01-13 11:15:00,120
2016-01-13 11:20:00,113
2016-01-13 11:25:00,118
2016-01-13 11:30:00,121
2016-01-13 11:35:00,99
2016-01-13 11:40:00,100
2016-01-13 11:45:00,110
2016-01-13 11:50:00,109
2016-01-13 11:55:00,95
2016-01-13 12:00:00,83
2016-01-13 12:05:00,84
2016-01-13 12:10:00,83
2016-01-13 12:15:00,86
2016-01-13 12:20:00,114
2016-01-13 12:25:00,104
2016-01-13 12:30:00,100
2016-01-13 12:35:00,115
2016-01-13 12:40:00,105
2016-01-13 12:45:00,92
2016-01-13 12:50:00,89
2016-01-13 12:55:00,80
2016-01-13 13:00:00,78
2016-01-13 13:05:00,86
2016-01-13 13:10:00,90
2016-01-13 13:15:00,101
2016-01-13 13:20:00,88
2016-01-13 13:25:00,104
2016-01-13 13:30:00,81
2016-01-13 13:35:00,99
2016-01-13 13:40:00,100
2016-01-13 13:45:00,91
2016-01-13 13:50:00,102
2016-01-13 13:55:00,66
2016-01-13 14:00:00,97
2016-01-13 14:05:00,89
2016-01-13 14:10:00,93
2016-01-13 14:15:00,107
2016-01-13 14:20:00,89
2016-01-13 14:25:00,106
2016-01-13 14:30:00,97
2016-01-13 14:35:00,101
2016-01-13 14:40:00,102
2016-01-13 14:45:00,104
2016-01-13 14:50:00,113
2016-01-13 14:55:00,100
2016-01-13 15:00:00,94
2016-01-13 15:05:00,84
2016-01-13 15:10:00,94
2016-01-13 15:15:00,111
2016-01-13 15:20:00,117
2016-01-13 15:25:00,123
2016-01-13 15:30:00,91
2016-01-13 15:35:00,118
2016-01-13 15:40:00,106
2016-01-13 15:45:00,101
2016-01-13 15:50:00,93
2016-01-13 15:55:00,97
2016-01-13 16:00:00,97
2016-01-13 16:05:00,99
2016-01-13 16:10:00,115
2016-01-13 16:15:00,119
2016-01-13 16:20:00,112
2016-01-13 16:25:00,92
2016-01-13 16:30:00,107
2016-01-13 16:35:00,101
2016-01-13 16:40:00,105
2016-01-13 16:45:00,104
2016-01-13 16:50:00,96
2016-01-13 16:55:00,88
2016-01-13 17:00:00,105
2016-01-13 17:05:00,85
2016-01-13 17:10:00,94
2016-01-13 17:15:00,121
2016-01-13 17:20:00,112
2016-01-13 17:25:00,105
2016-01-13 17:30:00,96
2016-01-13 17:35:00,84
2016-01-13 17:40:00,88
2016-01-13 17:45:00,85
2016-01-13 17:50:00,69
2016-01-13 17:55:00,67
2016-01-13 18:00:00,88
2016-01-13 18:05:00,78
2016-01-13 18:10:00,64
2016-01-13 18:15:00,89
2016-01-13 18:20:00,86
2016-01-13 18:25:00,75
2016-01-13 18:30:00,73
2016-01-13 18:35:00,86
2016-01-13 18:40:00,87
2016-01-13 18:45:00,88
2016-01-13 18:50:00,73
2016-01-13 18:55:00,92
2016-01-13 19:00:00,74
2016-01-13 19:05:00,67
2016-01-13 19:10:00,75
2016-01-13 19:15:00,71
2016-01-13 19:20:00,65
2016-01-13 19:25:00,65
2016-01-13 19:30:00,51
2016-01-13 19:35:00,75
2016-01-13 19:40:00,63
2016-01-13 19:45:00,57
2016-01-13 19:50:00,66
2016-01-13 19:55:00,56
2016-01-13 20:00:00,57
2016-01-13 20:05:00,62
2016-01-13 20:10:00,46
2016-01-13 20:15:00,58
2016-01-13 20:20:00,56
2016-01-13 20:25:00,48
2016-01-13 20:30:00,45
2016-01-13 20:35:00,42
2016-01-13 20:40:00,46
2016-01-13 20:45:00,49
2016-01-13 20:50:00,50
2016-01-13 20:55:00,47
2016-01-13 21:00:00,38
2016-01-13 21:05:00,44
2016-01-13 21:10:00,53
2016-01-13 21:15:00,48
2016-01-13 21:20:00,46
2016-01-13 21:25:00,53
2016-01-13 21:30:00,45
2016-01-13 21:35:00,43
2016-01-13 21:40:00,41
2016-01-13 21:45:00,35
2016-01-13 21:50:00,32
2016-01-13 21:55:00,35
2016-01-13 22:00:00,34
2016-01-13 22:05:00,29
2016-01-13 22:10:00,27
2016-01-13 22:15:00,31
2016-01-13 22:20:00,36
2016-01-13 22:25:00,34
2016-01-13 22:30:00,32
2016-01-13 22:35:00,25
2016-01-13 22:40:00,29
2016-01-13 22:45:00,26
2016-01-13 22:50:00,21
2016-01-13 22:55:00,16
2016-01-13 23:00:00,15
2016-01-13 23:05:00,16
2016-01-13 23:10:00,17
2016-01-13 23:15:00,22
2016-01-13 23:20:00,17
2016-01-13 23:25:00,13
2016-01-13 23:30:00,12
2016-01-13 23:35:00,9
2016-01-13 23:40:00,19
2016-01-13 23:45:00,14
2016-01-13 23:50:00,11
2016-01-13 23:55:00,13
2016-01-14 00:00:00,9
2016-01-14 00:05:00,13
2016-01-14 00:10:00,8
2016-01-14 00:15:00,6
2016-01-14 00:20:00,6
2016-01-14 00:25:00,7
2016-01-14 00:30:00,7
2016-01-14 00:35:00,10
2016-01-14 00:40:00,7
2016-01-14 00:45:00,7
2016-01-14 00:50:00,5
2016-01-14 00:55:00,7
2016-01-14 01:00:00,2
2016-01-14 01:05:00,8
2016-01-14 01:10:00,2
2016-01-14 01:15:00,6
2016-01-14 01:20:00,3
2016-01-14 01:25:00,5
2016-01-14 01:30:00,7
2016-01-14 01:35:00,4
2016-01-14 01:40:00,5
2016-01-14 01:45:00,3
2016-01-14 01:50:00,3
2016-01-14 01:55:00,3
2016-01-14 02:00:00,5
2016-01-14 02:05:00,3
2016-01-14 02:10:00,9
2016-01-14 02:15:00,3
2016-01-14 02:20:00,4
2016-01-14 02:25:00,3
2016-01-14 02:30:00,5
2016-01-14 02:35:00,3
2016-01-14 02:40:00,3
2016-01-14 02:45:00,3
2016-01-14 02:50:00,5
2016-01-14 02:55:00,3
2016-01-14 03:00:00,2
2016-01-14 03:05:00,5
2016-01-14 03:10:00,5
2016-01-14 03:15:00,3
2016-01-14 03:20:00,2
2016-01-14 03:25:00,4
2016-01-14 03:30:00,5
2016-01-14 03:35:00,5
2016-01-14 03:40:00,3
2016-01-14 03:45:00,10
2016-01-14 03:50:00,4
2016-01-14 03:55:00,4
2016-01-14 04:00:00,8
2016-01-14 04:05:00,12
2016-01-14 04:10:00,21
2016-01-14 04:15:00,9
2016-01-14 04:20:00,13
2016-01-14 04:25:00,17
2016-01-14 04:30:00,21
2016-01-14 04:35:00,25
2016-01-14 04:40:00,22
2016-01-14 04:45:00,39
2016-01-14 04:50:00,47
2016-01-14 04:55:00,42
2016-01-14 05:00:00,46
2016-01-14 05:05:00,50
2016-01-14 05:10:00,69
2016-01-14 05:15:00,48
2016-01-14 05:20:00,67
2016-01-14 05:25:00,63
2016-01-14 05:30:00,84
2016-01-14 05:35:00,88
2016-01-14 05:40:00,101
2016-01-14 05:45:00,116
2016-01-14 05:50:00,86
2016-01-14 05:55:00,86
2016-01-14 06:00:00,87
2016-01-14 06:05:00,104
2016-01-14 06:10:00,119
2016-01-14 06:15:00,135
2016-01-14 06:20:00,136
2016-01-14 06:25:00,130
2016-01-14 06:30:00,146
2016-01-14 06:35:00,147
2016-01-14 06:40:00,159
2016-01-14 06:45:00,167
2016-01-14 06:50:00,154
2016-01-14 06:55:00,148
2016-01-14 07:00:00,156
2016-01-14 07:05:00,136
2016-01-14 07:10:00,137
2016-01-14 07:15:00,138
2016-01-14 07:20:00,144
2016-01-14 07:25:00,115
2016-01-14 07:30:00,97
2016-01-14 07:35:00,92
2016-01-14 07:40:00,82
2016-01-14 07:45:00,73
2016-01-14 07:50:00,83
2016-01-14 07:55:00,75
2016-01-14 08:00:00,78
2016-01-14 08:05:00,103
2016-01-14 08:10:00,83
2016-01-14 08:15:00,88
2016-01-14 08:20:00,96
2016-01-14 08:25:00,93
2016-01-14 08:30:00,85
2016-01-14 08:35:00,95
2016-01-14 08:40:00,81
2016-01-14 08:45:00,94
2016-01-14 08:50:00,91
2016-01-14 08:55:00,96
2016-01-14 09:00:00,89
2016-01-14 09:05:00,108
2016-01-14 09:10:00,99
2016-01-14 09:15:00,105
2016-01-14 09:20:00,112
2016-01-14 09:25:00,115
2016-01-14 09:30:00,132
2016-01-14 09:35:00,128
2016-01-14 09:40:00,130
2016-01-14 09:45:00,125
2016-01-14 09:50:00,111
2016-01-14 09:55:00,125
2016-01-14 10:00:00,110
2016-01-14 10:05:00,103
2016-01-14 10:10:00,110
2016-01-14 10:15:00,116
2016-01-14 10:20:00,106
2016-01-14 10:25:00,122
2016-01-14 10:30:00,118
2016-01-14 10:35:00,116
2016-01-14 10:40:00,112
2016-01-14 10:45:00,113
2016-01-14 10:50:00,100
2016-01-14 10:55:00,106
2016-01-14 11:00:00,88
2016-01-14 11:05:00,99
2016-01-14 11:10:00,101
2016-01-14 11:15:00,104
2016-01-14 11:20:00,124
2016-01-14 11:25:00,107
2016-01-14 11:30:00,113
2016-01-14 11:35:00,119
2016-01-14 11:40:00,106
2016-01-14 11:45:00,111
2016-01-14 11:50:00,99
2016-01-14 11:55:00,91
2016-01-14 12:00:00,103
2016-01-14 12:05:00,90
2016-01-14 12:10:00,77
2016-01-14 12:15:00,99
2016-01-14 12:20:00,92
2016-01-14 12:25:00,93
2016-01-14 12:30:00,82
2016-01-14 12:35:00,107
2016-01-14 12:40:00,104
2016-01-14 12:45:00,98
2016-01-14 12:50:00,93
2016-01-14 12:55:00,80
2016-01-14 13:00:00,96
2016-01-14 13:05:00,95
2016-01-14 13:10:00,87
2016-01-14 13:15:00,93
2016-01-14 13:20:00,110
2016-01-14 13:25:00,101
2016-01-14 13:30:00,100
2016-01-14 13:35:00,103
2016-01-14 13:40:00,99
2016-01-14 13:45:00,120
2016-01-14 13:50:00,86
2016-01-14 13:55:00,94
2016-01-14 14:00:00,89
2016-01-14 14:05:00,95
2016-01-14 14:10:00,94
2016-01-14 14:15:00,103
2016-01-14 14:20:00,119
2016-01-14 14:25:00,107
2016-01-14 14:30:00,96
2016-01-14 14:35:00,94
2016-01-14 14:40:00,94
2016-01-14 14:45:00,97
2016-01-14 14:50:00,83
2016-01-14 14:55:00,104
2016-01-14 15:00:00,107
2016-01-14 15:05:00,112
2016-01-14 15:10:00,89
2016-01-14 15:15:00,103
2016-01-14 15:20:00,121
2016-01-14 15:25:00,109
2016-01-14 15:30:00,91
2016-01-14 15:35:00,121
2016-01-14 15:40:00,115
2016-01-14 15:45:00,105
2016-01-14 15:50:00,103
2016-01-14 15:55:00,86
2016-01-14 16:00:00,106
2016-01-14 16:05:00,104
2016-01-14 16:10:00,85
2016-01-14 16:15:00,94
2016-01-14 16:20:00,98
2016-01-14 16:25:00,93
2016-01-14 16:30:00,90
2016-01-14 16:35:00,96
2016-01-14 16:40:00,111
2016-01-14 16:45:00,100
2016-01-14 16:50:00,85
2016-01-14 16:55:00,83
2016-01-14 17:00:00,99
2016-01-14 17:05:00,93
2016-01-14 17:10:00,102
2016-01-14 17:15:00,110
2016-01-14 17:20:00,112
2016-01-14 17:25:00,103
2016-01-14 17:30:00,88
2016-01-14 17:35:00,77
2016-01-14 17:40:00,76
2016-01-14 17:45:00,104
2016-01-14 17:50:00,92
2016-01-14 17:55:00,85
2016-01-14 18:00:00,64
2016-01-14 18:05:00,77
2016-01-14 18:10:00,83
2016-01-14 18:15:00,83
2016-01-14 18:20:00,91
2016-01-14 18:25:00,79
2016-01-14 18:30:00,85
2016-01-14 18:35:00,73
2016-01-14 18:40:00,81
2016-01-14 18:45:00,82
2016-01-14 18:50:00,81
2016-01-14 18:55:00,60
2016-01-14 19:00:00,74
2016-01-14 19:05:00,73
2016-01-14 19:10:00,79
2016-01-14 19:15:00,74
2016-01-14 19:20:00,80
2016-01-14 19:25:00,76
2016-01-14 19:30:00,77
2016-01-14 19:35:00,68
2016-01-14 19:40:00,83
2016-01-14 19:45:00,67
2016-01-14 19:50:00,61
2016-01-14 19:55:00,47
2016-01-14 20:00:00,67
2016-01-14 20:05:00,55
2016-01-14 20:10:00,67
2016-01-14 20:15:00,62
2016-01-14 20:20:00,63
2016-01-14 20:25:00,72
2016-01-14 20:30:00,43
2016-01-14 20:35:00,53
2016-01-14 20:40:00,49
2016-01-14 20:45:00,64
2016-01-14 20:50:00,46
2016-01-14 20:55:00,54
2016-01-14 21:00:00,51
2016-01-14 21:05:00,39
2016-01-14 21:10:00,45
2016-01-14 21:15:00,59
2016-01-14 21:20:00,45
2016-01-14 21:25:00,49
2016-01-14 21:30:00,40
2016-01-14 21:35:00,40
2016-01-14 21:40:00,37
2016-01-14 21:45:00,35
2016-01-14 21:50:00,36
2016-01-14 21:55:00,38
2016-01-14 22:00:00,41
2016-01-14 22:05:00,29
2016-01-14 22:10:00,35
2016-01-14 22:15:00,42
2016-01-14 22:20:00,36
2016-01-14 22:25:00,37
2016-01-14 22:30:00,22
2016-01-14 22:35:00,32
2016-01-14 22:40:00,19
2016-01-14 22:45:00,23
2016-01-14 22:50:00,20
2016-01-14 22:55:00,21
2016-01-14 23:00:00,21
2016-01-14 23:05:00,23
2016-01-14 23:10:00,17
2016-01-14 23:15:00,17
2016-01-14 23:20:00,20
2016-01-14 23:25:00,19
2016-01-14 23:30:00,19
2016-01-14 23:35:00,8
2016-01-14 23:40:00,17
2016-01-14 23:45:00,20
2016-01-14 23:50:00,11
2016-01-14 23:55:00,10
2016-01-15 00:00:00,13
2016-01-15 00:05:00,12
2016-01-15 00:10:00,9
2016-01-15 00:15:00,9
2016-01-15 00:20:00,10
2016-01-15 00:25:00,7
2016-01-15 00:30:00,9
2016-01-15 00:35:00,7
2016-01-15 00:40:00,11
2016-01-15 00:45:00,13
2016-01-15 00:50:00,10
2016-01-15 00:55:00,9
2016-01-15 01:00:00,9
2016-01-15 01:05:00,5
2016-01-15 01:10:00,4
2016-01-15 01:15:00,8
2016-01-15 01:20:00,4
2016-01-15 01:25:00,3
2016-01-15 01:30:00,3
2016-01-15 01:35:00,2
2016-01-15 01:40:00,5
2016-01-15 01:45:00,1
2016-01-15 01:50:00,4
2016-01-15 01:55:00,5
2016-01-15 02:00:00,8
2016-01-15 02:05:00,4
2016-01-15 02:10:00,3
2016-01-15 02:15:00,2
2016-01-15 02:20:00,4
2016-01-15 02:25:00,5
2016-01-15 02:30:00,6
2016-01-15 02:35:00,6
2016-01-15 02:40:00,8
2016-01-15 02:45:00,6
2016-01-15 02:50:00,5
2016-01-15 02:55:00,6
2016-01-15 03:00:00,7
2016-01-15 03:05:00,2
2016-01-15 03:10:00,6
2016-01-15 03:15:00,5
2016-01-15 03:20:00,2
2016-01-15 03:25:00,4
2016-01-15 03:30:00,2
2016-01-15 03:35:00,6
2016-01-15 03:40:00,8
2016-01-15 03:45:00,6
2016-01-15 03:50:00,6
2016-01-15 03:55:00,8
2016-01-15 04:00:00,3
2016-01-15 04:05:00,10
2016-01-15 04:10:00,17
2016-01-15 04:15:00,17
2016-01-15 04:20:00,10
2016-01-15 04:25:00,11
2016-01-15 04:30:00,14
2016-01-15 04:35:00,16
2016-01-15 04:40:00,33
2016-01-15 04:45:00,31
2016-01-15 04:50:00,38
2016-01-15 04:55:00,31
2016-01-15 05:00:00,34
2016-01-15 05:05:00,47
2016-01-15 05:10:00,46
2016-01-15 05:15:00,50
2016-01-15 05:20:00,54
2016-01-15 05:25:00,60
2016-01-15 05:30:00,67
2016-01-15 05:35:00,82
2016-01-15 05:40:00,86
2016-01-15 05:45:00,74
2016-01-15 05:50:00,82
2016-01-15 05:55:00,80
2016-01-15 06:00:00,98
2016-01-15 06:05:00,103
2016-01-15 06:10:00,118
2016-01-15 06:15:00,117
2016-01-15 06:20:00,122
2016-01-15 06:25:00,120
2016-01-15 06:30:00,139
2016-01-15 06:35:00,150
2016-01-15 06:40:00,153
2016-01-15 06:45:00,150
2016-01-15 06:50:00,143
2016-01-15 06:55:00,151
2016-01-15 07:00:00,158
2016-01-15 07:05:00,140
2016-01-15 07:10:00,143
2016-01-15 07:15:00,128
2016-01-15 07:20:00,124
2016-01-15 07:25:00,113
2016-01-15 07:30:00,120
2016-01-15 07:35:00,95
2016-01-15 07:40:00,90
2016-01-15 07:45:00,82
2016-01-15 07:50:00,83
2016-01-15 07:55:00,89
2016-01-15 08:00:00,94
2016-01-15 08:05:00,91
2016-01-15 08:10:00,98
2016-01-15 08:15:00,97
2016-01-15 08:20:00,93
2016-01-15 08:25:00,86
2016-01-15 08:30:00,84
2016-01-15 08:35:00,94
2016-01-15 08:40:00,91
2016-01-15 08:45:00,96
2016-01-15 08:50:00,85
2016-01-15 08:55:00,99
2016-01-15 09:00:00,86
2016-01-15 09:05:00,102
2016-01-15 09:10:00,98
2016-01-15 09:15:00,114
2016-01-15 09:20:00,119
2016-01-15 09:25:00,114
2016-01-15 09:30:00,117
2016-01-15 09:35:00,124
2016-01-15 09:40:00,116
2016-01-15 09:45:00,118
2016-01-15 09:50:00,106
2016-01-15 09:55:00,101
2016-01-15 10:00:00,110
2016-01-15 10:05:00,112
2016-01-15 10:10:00,105
2016-01-15 10:15:00,102
2016-01-15 10:20:00,111
2016-01-15 10:25:00,125
2016-01-15 10:30:00,109
2016-01-15 10:35:00,105
2016-01-15 10:40:00,125
2016-01-15 10:45:00,117
2016-01-15 10:50:00,98
2016-01-15 10:55:00,108
2016-01-15 11:00:00,106
2016-01-15 11:05:00,119
2016-01-15 11:10:00,102
2016-01-15 11:15:00,79
2016-01-15 11:20:00,109
2016-01-15 11:25:00,89
2016-01-15 11:30:00,105
2016-01-15 11:35:00,126
2016-01-15 11:40:00,105
2016-01-15 11:45:00,118
2016-01-15 11:50:00,121
2016-01-15 11:55:00,105
2016-01-15 12:00:00,107
2016-01-15 12:05:00,83
2016-01-15 12:10:00,116
2016-01-15 12:15:00,106
2016-01-15 12:20:00,104
2016-01-15 12:25:00,115
2016-01-15 12:30:00,117
2016-01-15 12:35:00,106
2016-01-15 12:40:00,96
2016-01-15 12:45:00,109
2016-01-15 12:50:00,118
2016-01-15 12:55:00,87
2016-01-15 13:00:00,129
2016-01-15 13:05:00,104
2016-01-15 13:10:00,92
2016-01-15 13:15:00,108
2016-01-15 13:20:00,124
2016-01-15 13:25:00,110
2016-01-15 13:30:00,109
2016-01-15 13:35:00,100
2016-01-15 13:40:00,102
2016-01-15 13:45:00,104
2016-01-15 13:50:00,118
2016-01-15 13:55:00,121
2016-01-15 14:00:00,116
2016-01-15 14:05:00,119
2016-01-15 14:10:00,102
2016-01-15 14:15:00,101
2016-01-15 14:20:00,114
2016-01-15 14:25:00,101
2016-01-15 14:30:00,79
2016-01-15 14:35:00,86
2016-01-15 14:40:00,113
2016-01-15 14:45:00,113
2016-01-15 14:50:00,115
2016-01-15 14:55:00,104
2016-01-15 15:00:00,123
2016-01-15 15:05:00,115
2016-01-15 15:10:00,98
2016-01-15 15:15:00,90
2016-01-15 15:20:00,117
2016-01-15 15:25:00,101
2016-01-15 15:30:00,92
2016-01-15 15:35:00,114
2016-01-15 15:40:00,95
2016-01-15 15:45:00,115
2016-01-15 15:50:00,104
2016-01-15 15:55:00,99
2016-01-15 16:00:00,110
2016-01-15 16:05:00,109
2016-01-15 16:10:00,91
2016-01-15 16:15:00,98
2016-01-15 16:20:00,94
2016-01-15 16:25:00,97
2016-01-15 16:30:00,99
2016-01-15 16:35:00,98
2016-01-15 16:40:00,87
2016-01-15 16:45:00,93
2016-01-15 16:50:00,82
2016-01-15 16:55:00,87
2016-01-15 17:00:00,101
2016-01-15 17:05:00,83
2016-01-15 17:10:00,94
2016-01-15 17:15:00,104
2016-01-15 17:20:00,86
2016-01-15 17:25:00,86
2016-01-15 17:30:00,82
2016-01-15 17:35:00,87
2016-01-15 17:40:00,103
2016-01-15 17:45:00,83
2016-01-15 17:50:00,83
2016-01-15 17:55:00,87
2016-01-15 18:00:00,63
2016-01-15 18:05:00,84
2016-01-15 18:10:00,73
2016-01-15 18:15:00,77
2016-01-15 18:20:00,83
2016-01-15 18:25:00,87
2016-01-15 18:30:00,78
2016-01-15 18:35:00,81
2016-01-15 18:40:00,73
2016-01-15 18:45:00,84
2016-01-15 18:50:00,92
2016-01-15 18:55:00,89
2016-01-15 19:00:00,95
2016-01-15 19:05:00,119
2016-01-15 19:10:00,101
2016-01-15 19:15:00,94
2016-01-15 19:20:00,88
2016-01-15 19:25:00,95
2016-01-15 19:30:00,93
2016-01-15 19:35:00,82
2016-01-15 19:40:00,77
2016-01-15 19:45:00,86
2016-01-15 19:50:00,74
2016-01-15 19:55:00,72
2016-01-15 20:00:00,72
2016-01-15 20:05:00,74
2016-01-15 20:10:00,67
2016-01-15 20:15:00,67
2016-01-15 20:20:00,59
2016-01-15 20:25:00,63
2016-01-15 20:30:00,63
2016-01-15 20:35:00,57
2016-01-15 20:40:00,51
2016-01-15 20:45:00,52
2016-01-15 20:50:00,54
2016-01-15 20:55:00,49
2016-01-15 21:00:00,46
