,5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,day_of_week,datetime
1324,8/1/2016 14:20,106,1,100,4,8/1/2016 14:20
1325,8/1/2016 14:25,104,1,100,4,8/1/2016 14:25
1326,8/1/2016 14:30,103,1,100,4,8/1/2016 14:30
1327,8/1/2016 14:35,100,1,100,4,8/1/2016 14:35
1328,8/1/2016 14:40,97,1,100,4,8/1/2016 14:40
1329,8/1/2016 14:45,106,1,100,4,8/1/2016 14:45
1330,8/1/2016 14:50,115,1,100,4,8/1/2016 14:50
1331,8/1/2016 14:55,101,1,100,4,8/1/2016 14:55
1332,8/1/2016 15:00,90,1,100,4,8/1/2016 15:00
1333,8/1/2016 15:05,118,1,100,4,8/1/2016 15:05
1334,8/1/2016 15:10,101,1,100,4,8/1/2016 15:10
1335,8/1/2016 15:15,104,1,100,4,8/1/2016 15:15
1336,8/1/2016 15:20,97,1,100,4,8/1/2016 15:20
1337,8/1/2016 15:25,93,1,100,4,8/1/2016 15:25
1338,8/1/2016 15:30,88,1,100,4,8/1/2016 15:30
1339,8/1/2016 15:35,116,1,100,4,8/1/2016 15:35
1340,8/1/2016 15:40,110,1,100,4,8/1/2016 15:40
1341,8/1/2016 15:45,104,1,100,4,8/1/2016 15:45
1342,8/1/2016 15:50,95,1,100,4,8/1/2016 15:50
1343,8/1/2016 15:55,103,1,100,4,8/1/2016 15:55
1344,8/1/2016 16:00,84,1,100,4,8/1/2016 16:00
1345,8/1/2016 16:05,93,1,100,4,8/1/2016 16:05
1346,8/1/2016 16:10,95,1,100,4,8/1/2016 16:10
1347,8/1/2016 16:15,79,1,100,4,8/1/2016 16:15
1348,8/1/2016 16:20,56,1,100,4,8/1/2016 16:20
1349,8/1/2016 16:25,91,1,100,4,8/1/2016 16:25
1350,8/1/2016 16:30,72,1,100,4,8/1/2016 16:30
1351,8/1/2016 16:35,75,1,100,4,8/1/2016 16:35
1352,8/1/2016 16:40,93,1,100,4,8/1/2016 16:40
1353,8/1/2016 16:45,77,1,100,4,8/1/2016 16:45
1354,8/1/2016 16:50,101,1,100,4,8/1/2016 16:50
1355,8/1/2016 16:55,91,1,100,4,8/1/2016 16:55
1356,8/1/2016 17:00,102,1,100,4,8/1/2016 17:00
1357,8/1/2016 17:05,97,1,100,4,8/1/2016 17:05
1358,8/1/2016 17:10,101,1,100,4,8/1/2016 17:10
1359,8/1/2016 17:15,114,1,100,4,8/1/2016 17:15
1360,8/1/2016 17:20,99,1,100,4,8/1/2016 17:20
1361,8/1/2016 17:25,113,1,100,4,8/1/2016 17:25
1362,8/1/2016 17:30,89,1,100,4,8/1/2016 17:30
1363,8/1/2016 17:35,91,1,100,4,8/1/2016 17:35
1364,8/1/2016 17:40,91,1,100,4,8/1/2016 17:40
1365,8/1/2016 17:45,91,1,100,4,8/1/2016 17:45
1366,8/1/2016 17:50,81,1,100,4,8/1/2016 17:50
1367,8/1/2016 17:55,86,1,100,4,8/1/2016 17:55
1368,8/1/2016 18:00,90,1,100,4,8/1/2016 18:00
1369,8/1/2016 18:05,71,1,100,4,8/1/2016 18:05
1370,8/1/2016 18:10,76,1,100,4,8/1/2016 18:10
1371,8/1/2016 18:15,75,1,100,4,8/1/2016 18:15
1372,8/1/2016 18:20,90,1,100,4,8/1/2016 18:20
1373,8/1/2016 18:25,96,1,100,4,8/1/2016 18:25
1374,8/1/2016 18:30,75,1,100,4,8/1/2016 18:30
1375,8/1/2016 18:35,90,1,100,4,8/1/2016 18:35
1376,8/1/2016 18:40,69,1,100,4,8/1/2016 18:40
1377,8/1/2016 18:45,75,1,100,4,8/1/2016 18:45
1378,8/1/2016 18:50,78,1,100,4,8/1/2016 18:50
1379,8/1/2016 18:55,94,1,100,4,8/1/2016 18:55
1380,8/1/2016 19:00,84,1,100,4,8/1/2016 19:00
1381,8/1/2016 19:05,72,1,100,4,8/1/2016 19:05
1382,8/1/2016 19:10,89,1,100,4,8/1/2016 19:10
1383,8/1/2016 19:15,86,1,100,4,8/1/2016 19:15
1384,8/1/2016 19:20,69,1,100,4,8/1/2016 19:20
1385,8/1/2016 19:25,78,1,100,4,8/1/2016 19:25
1386,8/1/2016 19:30,84,1,100,4,8/1/2016 19:30
1387,8/1/2016 19:35,79,1,100,4,8/1/2016 19:35
1388,8/1/2016 19:40,84,1,100,4,8/1/2016 19:40
1389,8/1/2016 19:45,77,1,100,4,8/1/2016 19:45
1390,8/1/2016 19:50,99,1,100,4,8/1/2016 19:50
1391,8/1/2016 19:55,74,1,100,4,8/1/2016 19:55
1392,8/1/2016 20:00,96,1,100,4,8/1/2016 20:00
1393,8/1/2016 20:05,52,1,100,4,8/1/2016 20:05
1394,8/1/2016 20:10,82,1,100,4,8/1/2016 20:10
1395,8/1/2016 20:15,65,1,100,4,8/1/2016 20:15
1396,8/1/2016 20:20,66,1,100,4,8/1/2016 20:20
1397,8/1/2016 20:25,41,1,100,4,8/1/2016 20:25
1398,8/1/2016 20:30,60,1,100,4,8/1/2016 20:30
1399,8/1/2016 20:35,60,1,100,4,8/1/2016 20:35
1400,8/1/2016 20:40,55,1,100,4,8/1/2016 20:40
1401,8/1/2016 20:45,55,1,100,4,8/1/2016 20:45
1402,8/1/2016 20:50,48,1,100,4,8/1/2016 20:50
1403,8/1/2016 20:55,62,1,100,4,8/1/2016 20:55
1404,8/1/2016 21:00,45,1,100,4,8/1/2016 21:00
1405,8/1/2016 21:05,62,1,100,4,8/1/2016 21:05
1406,8/1/2016 21:10,52,1,100,4,8/1/2016 21:10
1407,8/1/2016 21:15,50,1,100,4,8/1/2016 21:15
1408,8/1/2016 21:20,53,1,100,4,8/1/2016 21:20
1409,8/1/2016 21:25,50,1,100,4,8/1/2016 21:25
1410,8/1/2016 21:30,39,1,100,4,8/1/2016 21:30
1411,8/1/2016 21:35,49,1,100,4,8/1/2016 21:35
1412,8/1/2016 21:40,43,1,100,4,8/1/2016 21:40
1413,8/1/2016 21:45,46,1,100,4,8/1/2016 21:45
1414,8/1/2016 21:50,40,1,100,4,8/1/2016 21:50
1415,8/1/2016 21:55,45,1,100,4,8/1/2016 21:55
1416,8/1/2016 22:00,40,1,100,4,8/1/2016 22:00
1417,8/1/2016 22:05,37,1,100,4,8/1/2016 22:05
1418,8/1/2016 22:10,46,1,100,4,8/1/2016 22:10
1419,8/1/2016 22:15,50,1,100,4,8/1/2016 22:15
1420,8/1/2016 22:20,34,1,100,4,8/1/2016 22:20
1421,8/1/2016 22:25,33,1,100,4,8/1/2016 22:25
1422,8/1/2016 22:30,41,1,100,4,8/1/2016 22:30
1423,8/1/2016 22:35,31,1,100,4,8/1/2016 22:35
1424,8/1/2016 22:40,29,1,100,4,8/1/2016 22:40
1425,8/1/2016 22:45,39,1,100,4,8/1/2016 22:45
1426,8/1/2016 22:50,42,1,100,4,8/1/2016 22:50
1427,8/1/2016 22:55,29,1,100,4,8/1/2016 22:55
1428,8/1/2016 23:00,27,1,100,4,8/1/2016 23:00
1429,8/1/2016 23:05,21,1,100,4,8/1/2016 23:05
1430,8/1/2016 23:10,26,1,100,4,8/1/2016 23:10
1431,8/1/2016 23:15,17,1,100,4,8/1/2016 23:15
1432,8/1/2016 23:20,31,1,100,4,8/1/2016 23:20
1433,8/1/2016 23:25,22,1,100,4,8/1/2016 23:25
1434,8/1/2016 23:30,23,1,100,4,8/1/2016 23:30
1435,8/1/2016 23:35,24,1,100,4,8/1/2016 23:35
1436,8/1/2016 23:40,22,1,100,4,8/1/2016 23:40
1437,8/1/2016 23:45,19,1,100,4,8/1/2016 23:45
1438,8/1/2016 23:50,24,1,100,4,8/1/2016 23:50
1439,8/1/2016 23:55,21,1,100,4,8/1/2016 23:55
1440,11/1/2016 0:00,8,1,100,0,11/1/2016 0:00
1441,11/1/2016 0:05,10,1,100,0,11/1/2016 0:05
1442,11/1/2016 0:10,10,1,100,0,11/1/2016 0:10
1443,11/1/2016 0:15,13,1,100,0,11/1/2016 0:15
1444,11/1/2016 0:20,14,1,100,0,11/1/2016 0:20
1445,11/1/2016 0:25,11,1,100,0,11/1/2016 0:25
1446,11/1/2016 0:30,13,1,100,0,11/1/2016 0:30
1447,11/1/2016 0:35,14,1,100,0,11/1/2016 0:35
1448,11/1/2016 0:40,21,1,100,0,11/1/2016 0:40
1449,11/1/2016 0:45,20,1,100,0,11/1/2016 0:45
1450,11/1/2016 0:50,13,1,100,0,11/1/2016 0:50
1451,11/1/2016 0:55,16,1,100,0,11/1/2016 0:55
1452,11/1/2016 1:00,17,1,100,0,11/1/2016 1:00
1453,11/1/2016 1:05,11,1,100,0,11/1/2016 1:05
1454,11/1/2016 1:10,9,1,100,0,11/1/2016 1:10
1455,11/1/2016 1:15,11,1,100,0,11/1/2016 1:15
1456,11/1/2016 1:20,14,1,100,0,11/1/2016 1:20
1457,11/1/2016 1:25,10,1,100,0,11/1/2016 1:25
1458,11/1/2016 1:30,2,1,100,0,11/1/2016 1:30
1459,11/1/2016 1:35,8,1,100,0,11/1/2016 1:35
1460,11/1/2016 1:40,3,1,100,0,11/1/2016 1:40
1461,11/1/2016 1:45,0,1,100,0,11/1/2016 1:45
1462,11/1/2016 1:50,3,1,100,0,11/1/2016 1:50
1463,11/1/2016 1:55,7,1,100,0,11/1/2016 1:55
1464,11/1/2016 2:00,5,1,100,0,11/1/2016 2:00
1465,11/1/2016 2:05,7,1,100,0,11/1/2016 2:05
1466,11/1/2016 2:10,5,1,100,0,11/1/2016 2:10
1467,11/1/2016 2:15,4,1,100,0,11/1/2016 2:15
1468,11/1/2016 2:20,7,1,100,0,11/1/2016 2:20
1469,11/1/2016 2:25,3,1,100,0,11/1/2016 2:25
1470,11/1/2016 2:30,5,1,100,0,11/1/2016 2:30
1471,11/1/2016 2:35,7,1,100,0,11/1/2016 2:35
1472,11/1/2016 2:40,9,1,100,0,11/1/2016 2:40
1473,11/1/2016 2:45,4,1,100,0,11/1/2016 2:45
1474,11/1/2016 2:50,5,1,100,0,11/1/2016 2:50
1475,11/1/2016 2:55,5,1,100,0,11/1/2016 2:55
1476,11/1/2016 3:00,9,1,100,0,11/1/2016 3:00
1477,11/1/2016 3:05,4,1,100,0,11/1/2016 3:05
1478,11/1/2016 3:10,6,1,100,0,11/1/2016 3:10
1479,11/1/2016 3:15,6,1,100,0,11/1/2016 3:15
1480,11/1/2016 3:20,3,1,100,0,11/1/2016 3:20
1481,11/1/2016 3:25,8,1,100,0,11/1/2016 3:25
1482,11/1/2016 3:30,11,1,100,0,11/1/2016 3:30
1483,11/1/2016 3:35,8,1,100,0,11/1/2016 3:35
1484,11/1/2016 3:40,9,1,100,0,11/1/2016 3:40
1485,11/1/2016 3:45,7,1,100,0,11/1/2016 3:45
1486,11/1/2016 3:50,13,1,100,0,11/1/2016 3:50
1487,11/1/2016 3:55,9,1,100,0,11/1/2016 3:55
1488,11/1/2016 4:00,10,1,100,0,11/1/2016 4:00
1489,11/1/2016 4:05,17,1,100,0,11/1/2016 4:05
1490,11/1/2016 4:10,14,1,100,0,11/1/2016 4:10
1491,11/1/2016 4:15,25,1,100,0,11/1/2016 4:15
1492,11/1/2016 4:20,23,1,100,0,11/1/2016 4:20
1493,11/1/2016 4:25,21,1,100,0,11/1/2016 4:25
1494,11/1/2016 4:30,23,1,100,0,11/1/2016 4:30
1495,11/1/2016 4:35,22,1,100,0,11/1/2016 4:35
1496,11/1/2016 4:40,32,1,100,0,11/1/2016 4:40
1497,11/1/2016 4:45,40,1,100,0,11/1/2016 4:45
1498,11/1/2016 4:50,46,1,100,0,11/1/2016 4:50
1499,11/1/2016 4:55,56,1,100,0,11/1/2016 4:55
1500,11/1/2016 5:00,63,1,100,0,11/1/2016 5:00
1501,11/1/2016 5:05,61,1,100,0,11/1/2016 5:05
1502,11/1/2016 5:10,55,1,100,0,11/1/2016 5:10
1503,11/1/2016 5:15,57,1,100,0,11/1/2016 5:15
1504,11/1/2016 5:20,62,1,100,0,11/1/2016 5:20
1505,11/1/2016 5:25,89,1,100,0,11/1/2016 5:25
1506,11/1/2016 5:30,87,1,100,0,11/1/2016 5:30
1507,11/1/2016 5:35,100,1,100,0,11/1/2016 5:35
1508,11/1/2016 5:40,90,1,100,0,11/1/2016 5:40
1509,11/1/2016 5:45,102,1,100,0,11/1/2016 5:45
1510,11/1/2016 5:50,112,1,100,0,11/1/2016 5:50
1511,11/1/2016 5:55,106,1,100,0,11/1/2016 5:55
1512,11/1/2016 6:00,98,1,100,0,11/1/2016 6:00
1513,11/1/2016 6:05,110,1,100,0,11/1/2016 6:05
1514,11/1/2016 6:10,114,1,100,0,11/1/2016 6:10
1515,11/1/2016 6:15,149,1,100,0,11/1/2016 6:15
1516,11/1/2016 6:20,148,1,100,0,11/1/2016 6:20
1517,11/1/2016 6:25,137,1,100,0,11/1/2016 6:25
1518,11/1/2016 6:30,152,1,100,0,11/1/2016 6:30
1519,11/1/2016 6:35,149,1,100,0,11/1/2016 6:35
1520,11/1/2016 6:40,166,1,100,0,11/1/2016 6:40
1521,11/1/2016 6:45,172,1,100,0,11/1/2016 6:45
1522,11/1/2016 6:50,159,1,100,0,11/1/2016 6:50
1523,11/1/2016 6:55,151,1,100,0,11/1/2016 6:55
1524,11/1/2016 7:00,163,1,100,0,11/1/2016 7:00
1525,11/1/2016 7:05,154,1,100,0,11/1/2016 7:05
1526,11/1/2016 7:10,122,1,100,0,11/1/2016 7:10
1527,11/1/2016 7:15,129,1,100,0,11/1/2016 7:15
1528,11/1/2016 7:20,122,1,100,0,11/1/2016 7:20
1529,11/1/2016 7:25,100,1,100,0,11/1/2016 7:25
1530,11/1/2016 7:30,75,1,100,0,11/1/2016 7:30
1531,11/1/2016 7:35,84,1,100,0,11/1/2016 7:35
1532,11/1/2016 7:40,74,1,100,0,11/1/2016 7:40
1533,11/1/2016 7:45,86,1,100,0,11/1/2016 7:45
1534,11/1/2016 7:50,76,1,100,0,11/1/2016 7:50
1535,11/1/2016 7:55,80,1,100,0,11/1/2016 7:55
1536,11/1/2016 8:00,69,1,100,0,11/1/2016 8:00
1537,11/1/2016 8:05,94,1,100,0,11/1/2016 8:05
1538,11/1/2016 8:10,74,1,100,0,11/1/2016 8:10
1539,11/1/2016 8:15,74,1,100,0,11/1/2016 8:15
1540,11/1/2016 8:20,77,1,100,0,11/1/2016 8:20
1541,11/1/2016 8:25,75,1,100,0,11/1/2016 8:25
1542,11/1/2016 8:30,87,1,100,0,11/1/2016 8:30
1543,11/1/2016 8:35,80,1,100,0,11/1/2016 8:35
1544,11/1/2016 8:40,74,1,100,0,11/1/2016 8:40
1545,11/1/2016 8:45,86,1,100,0,11/1/2016 8:45
1546,11/1/2016 8:50,77,1,100,0,11/1/2016 8:50
1547,11/1/2016 8:55,92,1,100,0,11/1/2016 8:55
1548,11/1/2016 9:00,69,1,100,0,11/1/2016 9:00
1549,11/1/2016 9:05,76,1,100,0,11/1/2016 9:05
1550,11/1/2016 9:10,80,1,100,0,11/1/2016 9:10
1551,11/1/2016 9:15,91,1,100,0,11/1/2016 9:15
1552,11/1/2016 9:20,93,1,100,0,11/1/2016 9:20
1553,11/1/2016 9:25,83,1,100,0,11/1/2016 9:25
1554,11/1/2016 9:30,106,1,100,0,11/1/2016 9:30
1555,11/1/2016 9:35,86,1,100,0,11/1/2016 9:35
1556,11/1/2016 9:40,105,1,100,0,11/1/2016 9:40
1557,11/1/2016 9:45,82,1,100,0,11/1/2016 9:45
1558,11/1/2016 9:50,101,1,100,0,11/1/2016 9:50
1559,11/1/2016 9:55,94,1,100,0,11/1/2016 9:55
1560,11/1/2016 10:00,76,1,100,0,11/1/2016 10:00
1561,11/1/2016 10:05,103,1,100,0,11/1/2016 10:05
1562,11/1/2016 10:10,100,1,100,0,11/1/2016 10:10
1563,11/1/2016 10:15,96,1,100,0,11/1/2016 10:15
1564,11/1/2016 10:20,105,1,100,0,11/1/2016 10:20
1565,11/1/2016 10:25,111,1,100,0,11/1/2016 10:25
1566,11/1/2016 10:30,105,1,100,0,11/1/2016 10:30
1567,11/1/2016 10:35,126,1,100,0,11/1/2016 10:35
1568,11/1/2016 10:40,109,1,100,0,11/1/2016 10:40
1569,11/1/2016 10:45,93,1,100,0,11/1/2016 10:45
1570,11/1/2016 10:50,112,1,100,0,11/1/2016 10:50
1571,11/1/2016 10:55,86,1,100,0,11/1/2016 10:55
1572,11/1/2016 11:00,108,1,100,0,11/1/2016 11:00
1573,11/1/2016 11:05,93,1,100,0,11/1/2016 11:05
1574,11/1/2016 11:10,89,1,100,0,11/1/2016 11:10
1575,11/1/2016 11:15,111,1,100,0,11/1/2016 11:15
1576,11/1/2016 11:20,94,1,100,0,11/1/2016 11:20
1577,11/1/2016 11:25,112,1,100,0,11/1/2016 11:25
1578,11/1/2016 11:30,100,1,100,0,11/1/2016 11:30
1579,11/1/2016 11:35,96,1,100,0,11/1/2016 11:35
1580,11/1/2016 11:40,103,1,100,0,11/1/2016 11:40
1581,11/1/2016 11:45,100,1,100,0,11/1/2016 11:45
1582,11/1/2016 11:50,109,1,100,0,11/1/2016 11:50
1583,11/1/2016 11:55,87,1,100,0,11/1/2016 11:55
1584,11/1/2016 12:00,102,1,100,0,11/1/2016 12:00
1585,11/1/2016 12:05,95,1,100,0,11/1/2016 12:05
1586,11/1/2016 12:10,81,1,100,0,11/1/2016 12:10
1587,11/1/2016 12:15,108,1,100,0,11/1/2016 12:15
1588,11/1/2016 12:20,102,1,100,0,11/1/2016 12:20
1589,11/1/2016 12:25,85,1,100,0,11/1/2016 12:25
1590,11/1/2016 12:30,82,1,100,0,11/1/2016 12:30
1591,11/1/2016 12:35,71,1,100,0,11/1/2016 12:35
1592,11/1/2016 12:40,83,1,100,0,11/1/2016 12:40
1593,11/1/2016 12:45,82,1,100,0,11/1/2016 12:45
1594,11/1/2016 12:50,83,1,100,0,11/1/2016 12:50
1595,11/1/2016 12:55,98,1,100,0,11/1/2016 12:55
1596,11/1/2016 13:00,89,1,100,0,11/1/2016 13:00
1597,11/1/2016 13:05,98,1,100,0,11/1/2016 13:05
1598,11/1/2016 13:10,86,1,100,0,11/1/2016 13:10
1599,11/1/2016 13:15,89,1,100,0,11/1/2016 13:15
1600,11/1/2016 13:20,90,1,100,0,11/1/2016 13:20
1601,11/1/2016 13:25,89,1,100,0,11/1/2016 13:25
1602,11/1/2016 13:30,93,1,100,0,11/1/2016 13:30
1603,11/1/2016 13:35,91,1,100,0,11/1/2016 13:35
1604,11/1/2016 13:40,85,1,100,0,11/1/2016 13:40
1605,11/1/2016 13:45,79,1,100,0,11/1/2016 13:45
1606,11/1/2016 13:50,101,1,100,0,11/1/2016 13:50
1607,11/1/2016 13:55,80,1,100,0,11/1/2016 13:55
1608,11/1/2016 14:00,86,1,100,0,11/1/2016 14:00
1609,11/1/2016 14:05,87,1,100,0,11/1/2016 14:05
1610,11/1/2016 14:10,88,1,100,0,11/1/2016 14:10
1611,11/1/2016 14:15,105,1,100,0,11/1/2016 14:15
1612,11/1/2016 14:20,108,1,100,0,11/1/2016 14:20
1613,11/1/2016 14:25,102,1,100,0,11/1/2016 14:25
1614,11/1/2016 14:30,81,1,100,0,11/1/2016 14:30
1615,11/1/2016 14:35,85,1,100,0,11/1/2016 14:35
1616,11/1/2016 14:40,99,1,100,0,11/1/2016 14:40
1617,11/1/2016 14:45,118,1,100,0,11/1/2016 14:45
1618,11/1/2016 14:50,105,1,100,0,11/1/2016 14:50
1619,11/1/2016 14:55,93,1,100,0,11/1/2016 14:55
1620,11/1/2016 15:00,92,1,100,0,11/1/2016 15:00
1621,11/1/2016 15:05,94,1,100,0,11/1/2016 15:05
1622,11/1/2016 15:10,78,1,100,0,11/1/2016 15:10
1623,11/1/2016 15:15,103,1,100,0,11/1/2016 15:15
1624,11/1/2016 15:20,96,1,100,0,11/1/2016 15:20
1625,11/1/2016 15:25,118,1,100,0,11/1/2016 15:25
1626,11/1/2016 15:30,97,1,100,0,11/1/2016 15:30
1627,11/1/2016 15:35,102,1,100,0,11/1/2016 15:35
1628,11/1/2016 15:40,91,1,100,0,11/1/2016 15:40
1629,11/1/2016 15:45,112,1,100,0,11/1/2016 15:45
1630,11/1/2016 15:50,94,1,100,0,11/1/2016 15:50
1631,11/1/2016 15:55,95,1,100,0,11/1/2016 15:55
1632,11/1/2016 16:00,111,1,100,0,11/1/2016 16:00
1633,11/1/2016 16:05,81,1,100,0,11/1/2016 16:05
1634,11/1/2016 16:10,99,1,100,0,11/1/2016 16:10
1635,11/1/2016 16:15,86,1,100,0,11/1/2016 16:15
1636,11/1/2016 16:20,111,1,100,0,11/1/2016 16:20
1637,11/1/2016 16:25,108,1,100,0,11/1/2016 16:25
1638,11/1/2016 16:30,96,1,100,0,11/1/2016 16:30
1639,11/1/2016 16:35,78,1,100,0,11/1/2016 16:35
1640,11/1/2016 16:40,86,1,100,0,11/1/2016 16:40
1641,11/1/2016 16:45,111,1,100,0,11/1/2016 16:45
1642,11/1/2016 16:50,90,1,100,0,11/1/2016 16:50
1643,11/1/2016 16:55,103,1,100,0,11/1/2016 16:55
1644,11/1/2016 17:00,86,1,100,0,11/1/2016 17:00
1645,11/1/2016 17:05,71,1,100,0,11/1/2016 17:05
1646,11/1/2016 17:10,95,1,100,0,11/1/2016 17:10
1647,11/1/2016 17:15,99,1,100,0,11/1/2016 17:15
1648,11/1/2016 17:20,93,1,100,0,11/1/2016 17:20
1649,11/1/2016 17:25,101,1,100,0,11/1/2016 17:25
1650,11/1/2016 17:30,89,1,100,0,11/1/2016 17:30
1651,11/1/2016 17:35,80,1,100,0,11/1/2016 17:35
1652,11/1/2016 17:40,83,1,100,0,11/1/2016 17:40
1653,11/1/2016 17:45,108,1,100,0,11/1/2016 17:45
1654,11/1/2016 17:50,92,1,100,0,11/1/2016 17:50
1655,11/1/2016 17:55,101,1,100,0,11/1/2016 17:55
1656,11/1/2016 18:00,72,1,100,0,11/1/2016 18:00
1657,11/1/2016 18:05,79,1,100,0,11/1/2016 18:05
1658,11/1/2016 18:10,78,1,100,0,11/1/2016 18:10
1659,11/1/2016 18:15,70,1,100,0,11/1/2016 18:15
1660,11/1/2016 18:20,75,1,100,0,11/1/2016 18:20
1661,11/1/2016 18:25,88,1,100,0,11/1/2016 18:25
1662,11/1/2016 18:30,79,1,100,0,11/1/2016 18:30
1663,11/1/2016 18:35,71,1,100,0,11/1/2016 18:35
1664,11/1/2016 18:40,70,1,100,0,11/1/2016 18:40
1665,11/1/2016 18:45,76,1,100,0,11/1/2016 18:45
1666,11/1/2016 18:50,62,1,100,0,11/1/2016 18:50
1667,11/1/2016 18:55,57,1,100,0,11/1/2016 18:55
1668,11/1/2016 19:00,81,1,100,0,11/1/2016 19:00
1669,11/1/2016 19:05,63,1,100,0,11/1/2016 19:05
1670,11/1/2016 19:10,56,1,100,0,11/1/2016 19:10
1671,11/1/2016 19:15,52,1,100,0,11/1/2016 19:15
1672,11/1/2016 19:20,65,1,100,0,11/1/2016 19:20
1673,11/1/2016 19:25,47,1,100,0,11/1/2016 19:25
1674,11/1/2016 19:30,48,1,100,0,11/1/2016 19:30
1675,11/1/2016 19:35,61,1,100,0,11/1/2016 19:35
1676,11/1/2016 19:40,50,1,100,0,11/1/2016 19:40
1677,11/1/2016 19:45,49,1,100,0,11/1/2016 19:45
1678,11/1/2016 19:50,61,1,100,0,11/1/2016 19:50
1679,11/1/2016 19:55,52,1,100,0,11/1/2016 19:55
1680,11/1/2016 20:00,55,1,100,0,11/1/2016 20:00
1681,11/1/2016 20:05,55,1,100,0,11/1/2016 20:05
1682,11/1/2016 20:10,43,1,100,0,11/1/2016 20:10
1683,11/1/2016 20:15,61,1,100,0,11/1/2016 20:15
1684,11/1/2016 20:20,37,1,100,0,11/1/2016 20:20
1685,11/1/2016 20:25,49,1,100,0,11/1/2016 20:25
1686,11/1/2016 20:30,49,1,100,0,11/1/2016 20:30
1687,11/1/2016 20:35,43,1,100,0,11/1/2016 20:35
1688,11/1/2016 20:40,40,1,100,0,11/1/2016 20:40
1689,11/1/2016 20:45,41,1,100,0,11/1/2016 20:45
1690,11/1/2016 20:50,41,1,100,0,11/1/2016 20:50
1691,11/1/2016 20:55,32,1,100,0,11/1/2016 20:55
1692,11/1/2016 21:00,37,1,100,0,11/1/2016 21:00
1693,11/1/2016 21:05,33,1,100,0,11/1/2016 21:05
1694,11/1/2016 21:10,26,1,100,0,11/1/2016 21:10
1695,11/1/2016 21:15,45,1,100,0,11/1/2016 21:15
1696,11/1/2016 21:20,39,1,100,0,11/1/2016 21:20
1697,11/1/2016 21:25,48,1,100,0,11/1/2016 21:25
1698,11/1/2016 21:30,53,1,100,0,11/1/2016 21:30
1699,11/1/2016 21:35,36,1,100,0,11/1/2016 21:35
1700,11/1/2016 21:40,35,1,100,0,11/1/2016 21:40
1701,11/1/2016 21:45,38,1,100,0,11/1/2016 21:45
1702,11/1/2016 21:50,24,1,100,0,11/1/2016 21:50
1703,11/1/2016 21:55,41,1,100,0,11/1/2016 21:55
1704,11/1/2016 22:00,34,1,100,0,11/1/2016 22:00
1705,11/1/2016 22:05,33,1,100,0,11/1/2016 22:05
1706,11/1/2016 22:10,21,1,100,0,11/1/2016 22:10
1707,11/1/2016 22:15,42,1,100,0,11/1/2016 22:15
1708,11/1/2016 22:20,30,1,100,0,11/1/2016 22:20
1709,11/1/2016 22:25,21,1,100,0,11/1/2016 22:25
1710,11/1/2016 22:30,24,1,100,0,11/1/2016 22:30
1711,11/1/2016 22:35,25,1,100,0,11/1/2016 22:35
1712,11/1/2016 22:40,23,1,100,0,11/1/2016 22:40
1713,11/1/2016 22:45,25,1,100,0,11/1/2016 22:45
1714,11/1/2016 22:50,20,1,100,0,11/1/2016 22:50
1715,11/1/2016 22:55,22,1,100,0,11/1/2016 22:55
1716,11/1/2016 23:00,17,1,100,0,11/1/2016 23:00
1717,11/1/2016 23:05,25,1,100,0,11/1/2016 23:05
1718,11/1/2016 23:10,21,1,100,0,11/1/2016 23:10
1719,11/1/2016 23:15,16,1,100,0,11/1/2016 23:15
1720,11/1/2016 23:20,8,1,100,0,11/1/2016 23:20
1721,11/1/2016 23:25,12,1,100,0,11/1/2016 23:25
1722,11/1/2016 23:30,15,1,100,0,11/1/2016 23:30
1723,11/1/2016 23:35,9,1,100,0,11/1/2016 23:35
1724,11/1/2016 23:40,11,1,100,0,11/1/2016 23:40
1725,11/1/2016 23:45,15,1,100,0,11/1/2016 23:45
1726,11/1/2016 23:50,13,1,100,0,11/1/2016 23:50
1727,11/1/2016 23:55,9,1,100,0,11/1/2016 23:55
1728,12/1/2016 0:00,6,1,100,1,12/1/2016 0:00
1729,12/1/2016 0:05,11,1,100,1,12/1/2016 0:05
1730,12/1/2016 0:10,6,1,100,1,12/1/2016 0:10
1731,12/1/2016 0:15,10,1,100,1,12/1/2016 0:15
1732,12/1/2016 0:20,9,1,100,1,12/1/2016 0:20
1733,12/1/2016 0:25,9,1,100,1,12/1/2016 0:25
1734,12/1/2016 0:30,7,1,100,1,12/1/2016 0:30
1735,12/1/2016 0:35,4,1,100,1,12/1/2016 0:35
1736,12/1/2016 0:40,5,1,100,1,12/1/2016 0:40
1737,12/1/2016 0:45,8,1,100,1,12/1/2016 0:45
1738,12/1/2016 0:50,12,1,100,1,12/1/2016 0:50
1739,12/1/2016 0:55,4,1,100,1,12/1/2016 0:55
1740,12/1/2016 1:00,9,1,100,1,12/1/2016 1:00
1741,12/1/2016 1:05,6,1,100,1,12/1/2016 1:05
1742,12/1/2016 1:10,2,1,100,1,12/1/2016 1:10
1743,12/1/2016 1:15,7,1,100,1,12/1/2016 1:15
1744,12/1/2016 1:20,6,1,100,1,12/1/2016 1:20
1745,12/1/2016 1:25,6,1,100,1,12/1/2016 1:25
